ensemble,upper_depth,lower_depth,velocity_component,flow_velocity
1,0.16,0.18,easting,-0.062
1,0.18,0.2,easting,0.042
1,0.2,0.22,easting,0.037
1,0.22,0.24,easting,0.034
1,0.24,0.26,easting,0.032
1,0.26,0.28,easting,0.037
1,0.28,0.3,easting,0.031
1,0.3,0.32,easting,0.027
1,0.32,0.34,easting,0.024
1,0.34,0.36,easting,0.025
1,0.36,0.38,easting,0.031
1,0.38,0.4,easting,0.028
1,0.4,0.42,easting,0.03
1,0.42,0.44,easting,0.029
1,0.44,0.46,easting,0.028
1,0.46,0.48,easting,0.031
1,0.48,0.5,easting,0.025
1,0.5,0.52,easting,0.019
1,0.52,0.54,easting,0.016
1,0.54,0.56,easting,0.028
1,0.56,0.58,easting,0.025
1,0.58,0.6,easting,0.053
1,0.6,0.62,easting,0.04
1,0.62,0.64,easting,0.034
1,0.64,0.66,easting,0.007
1,0.66,0.68,easting,0.009
1,0.68,0.7,easting,0.022
1,0.7,0.72,easting,0.003
1,0.72,0.74,easting,0.009
1,0.74,0.76,easting,0.01
1,0.76,0.78,easting,0.006
1,0.78,0.8,easting,0.01
1,0.8,0.82,easting,0.009
1,0.82,0.84,easting,0.003
1,0.84,0.86,easting,0
1,0.86,0.88,easting,-0.005
1,0.88,0.9,easting,-0.007
1,0.9,0.92,easting,-0.005
1,0.92,0.94,easting,-0.01
1,0.94,0.96,easting,-0.001
1,0.96,0.98,easting,0.005
1,0.98,1,easting,0.013
1,1,1.02,easting,0.015
1,1.02,1.04,easting,0.004
1,1.04,1.06,easting,0.002
1,1.06,1.08,easting,0.004
1,1.08,1.1,easting,0.005
1,1.1,1.12,easting,0.004
1,1.12,1.14,easting,0.006
1,1.14,1.16,easting,0.004
1,1.16,1.18,easting,0.004
1,1.18,1.2,easting,0.006
1,1.2,1.22,easting,-0.007
1,1.22,1.24,easting,-0.008
1,1.24,1.26,easting,0.001
1,1.26,1.28,easting,-0.004
1,1.28,1.3,easting,0
1,1.3,1.32,easting,-0.005
2,0.16,0.18,easting,-0.021
2,0.18,0.2,easting,-0.018
2,0.2,0.22,easting,-0.024
2,0.22,0.24,easting,-0.025
2,0.24,0.26,easting,-0.031
2,0.26,0.28,easting,-0.031
2,0.28,0.3,easting,-0.028
2,0.3,0.32,easting,-0.031
2,0.32,0.34,easting,-0.032
2,0.34,0.36,easting,-0.033
2,0.36,0.38,easting,0.023
2,0.38,0.4,easting,0.022
2,0.4,0.42,easting,0.025
2,0.42,0.44,easting,0.032
2,0.44,0.46,easting,0.041
2,0.46,0.48,easting,0.04
2,0.48,0.5,easting,0.036
2,0.5,0.52,easting,0.04
2,0.52,0.54,easting,0.035
2,0.54,0.56,easting,0.032
2,0.56,0.58,easting,0.021
2,0.58,0.6,easting,0.02
2,0.6,0.62,easting,0.032
2,0.62,0.64,easting,0.012
2,0.64,0.66,easting,0.018
2,0.66,0.68,easting,0.013
2,0.68,0.7,easting,0.021
2,0.7,0.72,easting,0.015
2,0.72,0.74,easting,0.014
2,0.74,0.76,easting,0.006
2,0.76,0.78,easting,-0.002
2,0.78,0.8,easting,-0.004
2,0.8,0.82,easting,-0.003
2,0.82,0.84,easting,0.01
2,0.84,0.86,easting,0.016
2,0.86,0.88,easting,0.016
2,0.88,0.9,easting,0.007
2,0.9,0.92,easting,-0.001
2,0.92,0.94,easting,0.008
2,0.94,0.96,easting,0.01
2,0.96,0.98,easting,0.007
2,0.98,1,easting,0.005
2,1,1.02,easting,-0.001
2,1.02,1.04,easting,-0.008
2,1.04,1.06,easting,-0.005
2,1.06,1.08,easting,0.003
2,1.08,1.1,easting,-0.017
2,1.1,1.12,easting,-0.005
2,1.12,1.14,easting,-0.006
2,1.14,1.16,easting,-0.004
2,1.16,1.18,easting,-0.001
2,1.18,1.2,easting,0
2,1.2,1.22,easting,0.001
2,1.22,1.24,easting,0.001
2,1.24,1.26,easting,0
2,1.26,1.28,easting,-0.004
2,1.28,1.3,easting,-0.004
2,1.3,1.32,easting,-0.01
3,0.16,0.18,easting,-0.012
3,0.18,0.2,easting,-0.015
3,0.2,0.22,easting,-0.02
3,0.22,0.24,easting,-0.024
3,0.24,0.26,easting,-0.025
3,0.26,0.28,easting,-0.025
3,0.28,0.3,easting,-0.022
3,0.3,0.32,easting,-0.023
3,0.32,0.34,easting,-0.028
3,0.34,0.36,easting,-0.03
3,0.36,0.38,easting,-0.031
3,0.38,0.4,easting,-0.03
3,0.4,0.42,easting,-0.031
3,0.42,0.44,easting,-0.03
3,0.44,0.46,easting,-0.033
3,0.46,0.48,easting,0.025
3,0.48,0.5,easting,0.03
3,0.5,0.52,easting,0.027
3,0.52,0.54,easting,0.027
3,0.54,0.56,easting,0.092
3,0.56,0.58,easting,0.121
3,0.58,0.6,easting,0.104
3,0.6,0.62,easting,0.124
3,0.62,0.64,easting,0.122
3,0.64,0.66,easting,0.036
3,0.66,0.68,easting,0.037
3,0.68,0.7,easting,0.03
3,0.7,0.72,easting,0.025
3,0.72,0.74,easting,0.024
3,0.74,0.76,easting,0.023
3,0.76,0.78,easting,0.016
3,0.78,0.8,easting,0.013
3,0.8,0.82,easting,0.012
3,0.82,0.84,easting,0.009
3,0.84,0.86,easting,0.009
3,0.86,0.88,easting,0.008
3,0.88,0.9,easting,-0.003
3,0.9,0.92,easting,0.003
3,0.92,0.94,easting,-0.001
3,0.94,0.96,easting,-0.009
3,0.96,0.98,easting,-0.014
3,0.98,1,easting,-0.013
3,1,1.02,easting,-0.012
3,1.02,1.04,easting,-0.02
3,1.04,1.06,easting,-0.013
3,1.06,1.08,easting,0.003
3,1.08,1.1,easting,-0.005
3,1.1,1.12,easting,-0.003
3,1.12,1.14,easting,-0.006
3,1.14,1.16,easting,-0.014
3,1.16,1.18,easting,-0.012
3,1.18,1.2,easting,-0.014
3,1.2,1.22,easting,-0.016
3,1.22,1.24,easting,-0.016
